id,url,title,duration,timestamp,tabs,thumbnail,source_name,usage_rights,reuse_policy
t4cGmpA78tQ,https://www.youtube.com/watch?v=t4cGmpA78tQ,Bestune B70 1.5 | Mediano a precio de subcompacto,905.0,,videos,https://i.ytimg.com/vi/t4cGmpA78tQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBP7EITUf2_Woys1eGWBr7JT8TrYQ,Sergio Oliveira,external-reference,embed_link_and_summarize_only
dtJurXXeQe0,https://www.youtube.com/watch?v=dtJurXXeQe0,Resumen del 2025 / Lo que esperamos para 2026 | LaCochera Radio 27 DIC,2648.0,,videos,https://i.ytimg.com/vi/dtJurXXeQe0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByCTBTkznx6c6Z-MPla975HH3rFQ,Sergio Oliveira,external-reference,embed_link_and_summarize_only
aBfQXBCSCZo,https://www.youtube.com/watch?v=aBfQXBCSCZo,Lynk&Co 08 | El lado positivo de los PHEV,959.0,,videos,https://i.ytimg.com/vi/aBfQXBCSCZo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAHJ_cLYZ7r1QSVvl5I8TUTqtNW8w,Sergio Oliveira,external-reference,embed_link_and_summarize_only
E-dAwmDZ80M,https://www.youtube.com/watch?v=E-dAwmDZ80M,¿Me lo compro o no me lo compro? | Con Lalo Vargas | GMC y Honda,1977.0,,videos,https://i.ytimg.com/vi/E-dAwmDZ80M/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAqIFigIMCAAQARhTIFgoZTAP&rs=AOn4CLDRf4JJClboXJSR5ZqhFpjCLZcKXA,Sergio Oliveira,external-reference,embed_link_and_summarize_only
OneOSl5V3OY,https://www.youtube.com/watch?v=OneOSl5V3OY,Volkswagen Taos vs Tiguan - ¿Cuál te conviene más?,1167.0,,videos,https://i.ytimg.com/vi/OneOSl5V3OY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBYkPFeXQaenez7uxRr-H_ErSAvHA,Sergio Oliveira,external-reference,embed_link_and_summarize_only
wFtjSBAacbI,https://www.youtube.com/watch?v=wFtjSBAacbI,¿Me lo compro o no me lo compro? - Con Lalo Vargas - FIAT y Ford,2281.0,,videos,https://i.ytimg.com/vi/wFtjSBAacbI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLDSXW87wbeqyZCG2oHQwOZRFTs1_w,Sergio Oliveira,external-reference,embed_link_and_summarize_only
alFxXH9NO4M,https://www.youtube.com/watch?v=alFxXH9NO4M,Cadillac Lyriq V - La más poderosa,382.0,,videos,https://i.ytimg.com/vi/alFxXH9NO4M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-gjMclbqBL_qfyoEVI3tECvy8ag,Sergio Oliveira,external-reference,embed_link_and_summarize_only
eyqsrZl_oUg,https://www.youtube.com/watch?v=eyqsrZl_oUg,"Mini Aceman SE - Manejo, diseño y baja autonomía",809.0,,videos,https://i.ytimg.com/vi/eyqsrZl_oUg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8QQQwcV1QQxpOqgFeKYSdKkPN3g,Sergio Oliveira,external-reference,embed_link_and_summarize_only
klAxehE9OPo,https://www.youtube.com/watch?v=klAxehE9OPo,LaCochera Radio 29NOV,1024.0,,videos,https://i.ytimg.com/vi/klAxehE9OPo/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGAoVTAP&rs=AOn4CLDWGN8DgJ_fvQk_pJ4_ye6ZPU4-qw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
AEoc7TqfVA8,https://www.youtube.com/watch?v=AEoc7TqfVA8,Transmisión especial desde Mazda Américas - LaCochera radio 22nov,2162.0,,videos,https://i.ytimg.com/vi/AEoc7TqfVA8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBsVvo_FGt0twRqS4JWjmC6ahnz4A,Sergio Oliveira,external-reference,embed_link_and_summarize_only
VxpM93slcyQ,https://www.youtube.com/watch?v=VxpM93slcyQ,Dodge Attitude R/T Sport -  ¿La mejor versión?,367.0,,videos,https://i.ytimg.com/vi/VxpM93slcyQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3mh8m60jZZnzX7Q-dFEnI4Ibmkw,Sergio Oliveira,external-reference,embed_link_and_summarize_only
GaAzk48ixeM,https://www.youtube.com/watch?v=GaAzk48ixeM,¿Qué tiene BYD? ¿Por qué es tan exitosa?,593.0,,videos,https://i.ytimg.com/vi/GaAzk48ixeM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCiNk438nD3Oovwkrxza1tjXYcY6w,Sergio Oliveira,external-reference,embed_link_and_summarize_only
1XSTQfpgGwE,https://www.youtube.com/watch?v=1XSTQfpgGwE,Peugeot revive en México con 3008 y 5008 - LaCochera Radio 15NOV,2168.0,,videos,https://i.ytimg.com/vi/1XSTQfpgGwE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAsWaYmcomwcUx67tq88JKSpEcB0g,Sergio Oliveira,external-reference,embed_link_and_summarize_only
gEMCG2pVZz0,https://www.youtube.com/watch?v=gEMCG2pVZz0,Mini Cooper SE - Casi como el de gasolina,1079.0,,videos,https://i.ytimg.com/vi/gEMCG2pVZz0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCQi20_yCDUB9l0NAqSGystudmepg,Sergio Oliveira,external-reference,embed_link_and_summarize_only
