id,url,title,duration,timestamp,tabs,thumbnail,source_name,usage_rights,reuse_policy
penoqdtgT7I,https://www.youtube.com/watch?v=penoqdtgT7I,Toyota GR GT: El nuevo superdeportivo híbrido con ADN de Lexus LFA | Lanzamiento | Jaime Gabaldoni,252.0,,videos,https://i.ytimg.com/vi/penoqdtgT7I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPghjtpY2FgX7TQzNSkaV38WNgWw,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
drEOttHr7BE,https://www.youtube.com/watch?v=drEOttHr7BE,Aston Martin Vanquish 2025: Elegancia y alma de superdeportivo | Prueba de manejo | Jaime Gabaldoni,1187.0,,videos,https://i.ytimg.com/vi/drEOttHr7BE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAMjOzHzNMgc9ouIV5SB8yMETl0nA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
W12YtvtpSDM,https://www.youtube.com/watch?v=W12YtvtpSDM,¿Manipulación en la Fórmula 1? Polémica en la penúltima fecha 2025 | Noticia | Jaime Gabaldoni,152.0,,videos,https://i.ytimg.com/vi/W12YtvtpSDM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDqPnAYzgrwwCAfd5qEPqRL5cV8mA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
7zNgg156J8I,https://www.youtube.com/watch?v=7zNgg156J8I,Toyota Corolla FX 2025: La edición especial más divertida | Reseña | Jaime Gabaldoni,1083.0,,videos,https://i.ytimg.com/vi/7zNgg156J8I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBEskJSnfzXXN7GriubCnt-pDPByw,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
UhB-v-sSKSo,https://www.youtube.com/watch?v=UhB-v-sSKSo,🔥 ¡BOMBAZO en la F1! Descalifican a McLaren y Verstappen se mete en la pelea | Jaime Gabaldoni,148.0,,videos,https://i.ytimg.com/vi/UhB-v-sSKSo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDNpGgfvajW9FpDeuEX_8slRC69w,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
-FnDxyk1_cI,https://www.youtube.com/watch?v=-FnDxyk1_cI,GMC Sierra EV AT4 2026: La pick-up eléctrica más capaz de GMC | Prueba de manejo | Jaime Gabaldoni,1492.0,,videos,https://i.ytimg.com/vi/-FnDxyk1_cI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDljUO2C0FTTdIpJtKn7zWrEHvXxA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
wuT-8Os-l5w,https://www.youtube.com/watch?v=wuT-8Os-l5w,Lexus LS Coupé Concept: El FUTURO del lujo deportivo (Auto Show Japón 2025) | Jaime Gabaldoni,270.0,,videos,https://i.ytimg.com/vi/wuT-8Os-l5w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjVrkKt7EeUVPI8tKfsYFjakwRrw,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
8BdkKrNfMmM,https://www.youtube.com/watch?v=8BdkKrNfMmM,Dodge Charger Sixpack 2026: El regreso del muscle car… ahora con seis cilindros | Prueba de manejo,874.0,,videos,https://i.ytimg.com/vi/8BdkKrNfMmM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA60iJ56U8E8salluqFEdH9P5sb5Q,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
kvX5VyLVxuc,https://www.youtube.com/watch?v=kvX5VyLVxuc,"Japan Mobility Show 2025: Lexus Sport Concept, el futuro del diseño deportivo | Jaime Gabaldoni",200.0,,videos,https://i.ytimg.com/vi/kvX5VyLVxuc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4o4Pcr3z7Zz-71G92LkzoOk8F0A,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
ds7eNx3f0NI,https://www.youtube.com/watch?v=ds7eNx3f0NI,Nissan Sentra 2026: ¿Evolución o más de lo mismo? | Reseña | Jaime Gabaldoni & @Guillermo Moeller,1087.0,,videos,https://i.ytimg.com/vi/ds7eNx3f0NI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAD4GPSfxgo29GPeGInLICXHmIAaw,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
86HpiGrwvU8,https://www.youtube.com/watch?v=86HpiGrwvU8,Japan Mobility Show 2025: los conceptos más impactantes del evento | Jaime Gabaldoni,1799.0,,videos,https://i.ytimg.com/vi/86HpiGrwvU8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBf4aIZ1rn7ArKNqJiY95vZ4Wr0aA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
toaNgCnpvWo,https://www.youtube.com/watch?v=toaNgCnpvWo,Toyota Century SUV: el nuevo SUV de hiperlujo japonés | Jaime Gabaldoni,151.0,,videos,https://i.ytimg.com/vi/toaNgCnpvWo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3hCR0lmpjZ1G5t8bFitvSf-FSJA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
ElLVBxkNFlg,https://www.youtube.com/watch?v=ElLVBxkNFlg,Lexus NX 350h 2025 | Test Drive completo y análisis híbrido | Jaime Gabaldoni,1077.0,,videos,https://i.ytimg.com/vi/ElLVBxkNFlg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRvE-5OQP3CZhRGgJGv-DWQ7vYUQ,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
fcfO0lmV4OY,https://www.youtube.com/watch?v=fcfO0lmV4OY,"Cadillac Optiq Sport 2025: lujo, tecnología y autonomía eléctrica | Prueba de manejo | Gabaldoni",1033.0,,videos,https://i.ytimg.com/vi/fcfO0lmV4OY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCYGy3ZPIzW_42k_3jCpeJ3RJqQOQ,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
aKC_MBgMaaw,https://www.youtube.com/watch?v=aKC_MBgMaaw,Toyota Land Cruiser FJ 2026: Regresa la leyenda todoterreno 😱 | Noticia | Jaime Gabaldoni,111.0,,videos,https://i.ytimg.com/vi/aKC_MBgMaaw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3fv-SdkSBBBpseVYMo5dj37hoVA,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
DF_TdMSndsM,https://www.youtube.com/watch?v=DF_TdMSndsM,Dodge Charger Daytona Scat Pack 2026: ¿Por qué tuvo rechazo? | Prueba de manejo | Jaime Gabaldoni,1361.0,,videos,https://i.ytimg.com/vi/DF_TdMSndsM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcYmML3_5ol7bRgxiiByN_MrRWZg,Jaime Gabaldoni,external-reference,embed_link_and_summarize_only
