source_video_id,source_channel,source_title,source_url,claim_count,raw_transcript_stored,extraction_provider
eHBV2250YOg,Sergio Oliveira,"JAC Sei7 2019, el mejor valor/precio de todo el segmento",https://www.youtube.com/watch?v=eHBV2250YOg,1,False,local
yyB2uL3FoM8,CarsLatino,5 VOLKSWAGEN QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=yyB2uL3FoM8,3,False,local
s28DNfI0zCg,El Dios de los Autos,¿QUÉ IDIOTA COMPRA UN DODGE ATTITUDE 2025?,https://www.youtube.com/watch?v=s28DNfI0zCg,4,False,local
U9XFsfIUJWk,CarsLatino,5 DODGE QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=U9XFsfIUJWk,1,False,local
bCVDTzbi91A,Sergio Oliveira,Suzuki S-Cross. A veces la mejor opción es la que menos consideras.,https://www.youtube.com/watch?v=bCVDTzbi91A,1,False,local
EGtnVtejo2o,El Dios de los Autos,COMPRÉ un RENAULT y lo DESTRUÍ al instante,https://www.youtube.com/watch?v=EGtnVtejo2o,1,False,local
eBAl-Fj1lkQ,CarsLatino,5 MITSUBISHI QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=eBAl-Fj1lkQ,1,False,local
AgB9XQ_yXso,CarsLatino,6 FORD QUE NO DEBERÍAS COMPRAR... Y 6 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=AgB9XQ_yXso,1,False,local
hfnxIwleCjo,CarsLatino,5 BMW QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=hfnxIwleCjo,1,False,local
pAJU2TINMkc,CarsLatino,5 TOYOTA QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=pAJU2TINMkc,1,False,local
IPLcfL9-sBM,CarsLatino,Los 10 Peores TOYOTA del Mundo! *CarsLatino*,https://www.youtube.com/watch?v=IPLcfL9-sBM,1,False,local
IsJaHl6QRgY,CarsLatino,Los 7 PEORES Subaru del Mundo *CarsLatino*,https://www.youtube.com/watch?v=IsJaHl6QRgY,1,False,local
0g36IgAMljQ,CarsLatino,5 CHEVROLET QUE NO DEBERÍAS COMPRAR... Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=0g36IgAMljQ,1,False,local
UswYsvjUq9E,CarsLatino,Prueba de Manejo - Kia Sorento Ex 2018 *CarsLatino*,https://www.youtube.com/watch?v=UswYsvjUq9E,1,False,local
hC557xbz5XE,CarsLatino,Prueba de Manejo - Ford Mustang GT 2017,https://www.youtube.com/watch?v=hC557xbz5XE,2,False,local
hHIikqGcfD4,El Dios de los Autos,EL TESLA MODEL 3 ES El MEJOR AUTO DEL MUNDO,https://www.youtube.com/watch?v=hHIikqGcfD4,1,False,local
NdRz8h8nIKU,CarsLatino,!El Nuevo Dodge Attitude Chino ES MEJOR que el Anterior! ¿Porque? *CarsLatino*,https://www.youtube.com/watch?v=NdRz8h8nIKU,1,False,local
WkUCl42Bhd0,CarsLatino,¿El PEOR Motor de Peugeot? (Puretech) *CarsLatino* (ep.3),https://www.youtube.com/watch?v=WkUCl42Bhd0,1,False,local
q4Eha0ON8do,Jaime Gabaldoni,BMW R 1250 RT 2023: Touring de lujo en el Gran Cañón | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=q4Eha0ON8do,4,False,local
LgmjYlWAOvA,CarsLatino,Los 10 Mejores Fiat de la Historia (Parte 1) *CarsLatino*,https://www.youtube.com/watch?v=LgmjYlWAOvA,1,False,local
Z1osowesVL0,CarsLatino,Los 7 Mejores Autos Fiat de la Historia *CarsLatino*,https://www.youtube.com/watch?v=Z1osowesVL0,1,False,local
DfGCt5TgDO8,CarsLatino,LA FALLA QUE HACE A JEEP PELIGROSA *CarsLatino*,https://www.youtube.com/watch?v=DfGCt5TgDO8,1,False,local
bdABjkUlKVg,Sergio Oliveira,Volkswagen Taos 2025 - Te digo para quién es la mejor opción,https://www.youtube.com/watch?v=bdABjkUlKVg,1,False,local
llKqCi3kJSo,El Dios de los Autos,QUE AUTO BARATO ME COMPRO| RENAULT SANDERO,https://www.youtube.com/watch?v=llKqCi3kJSo,1,False,local
897WWp2INF0,El Dios de los Autos,QUE AUTO BARATO ME COMPRO FIAT UNO,https://www.youtube.com/watch?v=897WWp2INF0,1,False,local
awtjejZLJJQ,El Dios de los Autos,QUE AUTO BARATO ME COMPRO PEUGEOT 208,https://www.youtube.com/watch?v=awtjejZLJJQ,1,False,local
3SchgtX-JsE,CarsLatino,Los Mejores Conceptos de Tesla Motors *CarsLatino*,https://www.youtube.com/watch?v=3SchgtX-JsE,1,False,local
1bdcjm9yJVE,Sergio Oliveira,De Mazda a MG - Me lo compro o no me lo compro,https://www.youtube.com/watch?v=1bdcjm9yJVE,4,False,local
N5eURT_FOTQ,Sergio Oliveira,De Toyota a Volvo -  Me lo compro o no me lo compro,https://www.youtube.com/watch?v=N5eURT_FOTQ,3,False,local
4hyw3gHG4YA,Autoboutique 1/4 de Milla,boot accu air sema 2016 las vegas nevada nissan gtr lamborghini bmw mercedes benz,https://www.youtube.com/watch?v=4hyw3gHG4YA,3,False,local
iMABxN0D1yY,Autoboutique 1/4 de Milla,"155. Bloqueos de avenidas, Chevrolet Aveo 2024, BYD ya en México",https://www.youtube.com/watch?v=iMABxN0D1yY,2,False,local
ezQ8q8eoTfc,Autoboutique 1/4 de Milla,"217. Mazda más barato, filtran nuevo GTI, GMC en China",https://www.youtube.com/watch?v=ezQ8q8eoTfc,2,False,local
PpaK84peNKc,Jaime Gabaldoni,El BMW iX 50 2022 es superior al Tesla Model X | Primeras Impresiones,https://www.youtube.com/watch?v=PpaK84peNKc,1,False,local
c1v4SIL4Q3U,CarsLatino,HONDA vs NISSAN ¿Cual es la Reina de las Suv? *CarsLatino*,https://www.youtube.com/watch?v=c1v4SIL4Q3U,2,False,local
NY2ykbBPawA,Sergio Oliveira,Chirey Omoda 5,https://www.youtube.com/watch?v=NY2ykbBPawA,2,False,local
r84fMyjdmYU,El Dios de los Autos,FORD RAPTOR 2021 DESTROZA A RAM 1500 TRX Y TE EXPLICO POR QUÉ,https://www.youtube.com/watch?v=r84fMyjdmYU,1,False,local
RlYrDLaCEIg,Sergio Oliveira,Mercedes-Benz E 200 vs Infiniti Q70,https://www.youtube.com/watch?v=RlYrDLaCEIg,3,False,local
-_wYK6bMjs0,CarsLatino,CAMBIOS AL HONDA CIVIC! SSC TUATARA! GMC HUMMER EV Y MAS! - CLN ep1 - *CarsLatino*,https://www.youtube.com/watch?v=-_wYK6bMjs0,2,False,local
cK6f83vbtJ4,CarsLatino,Se INCENDIAN los Autos Kia y Hyundai ¿Que Esta Pasando? *CarsLatino*,https://www.youtube.com/watch?v=cK6f83vbtJ4,2,False,local
